0	6.0885094E-3	6.0885094E-3
1	6.2842694752E-3	6.277315672E-3
2	6.434784513E-3	6.4341792494E-3
3	6.6298542082E-3	6.6289385178E-3
4	6.8240693484E-3	6.8251521855E-3
5	7.0683514402E-3	7.067318086E-3
6	7.3022780744E-3	7.3009372518E-3
7	7.442356094E-3	7.4409821779E-3
8	7.5456279E-3	7.5435189306E-3
9	7.6414525866E-3	7.6386125584E-3
10	7.7375370926E-3	7.7347075233E-3
11	7.8143014614E-3	7.8057108234E-3
12	7.8855866916E-3	7.8763321201E-3
13	7.9265562915E-3	7.9150051048E-3
14	7.9679515923E-3	7.9561892002E-3
15	8.0096269323E-3	7.9978158776E-3
16	8.0416891117E-3	8.0294381531E-3
17	8.0995350319E-3	8.0878445237E-3
18	8.1356842132E-3	8.1237898038E-3
19	8.1838937835E-3	8.1717759059E-3
20	8.2287309556E-3	8.2165649382E-3
21	8.2473251258E-3	8.2348548522E-3
22	8.2868556184E-3	8.2749035648E-3
23	8.3197302451E-3	8.3075906727E-3
24	8.3642550512E-3	8.3519728553E-3
25	8.3916336541E-3	8.3787935082E-3
26	8.4351968419E-3	8.4221072943E-3
27	8.4611384879E-3	8.4477912528E-3
28	8.5076666541E-3	8.4939582082E-3
29	8.5366164568E-3	8.5213959243E-3
30	8.5805473877E-3	8.5653510361E-3
31	8.6213683647E-3	8.6061363598E-3
32	8.6492589451E-3	8.6361619979E-3
33	8.6739452773E-3	8.6614953241E-3
34	8.7291176584E-3	8.7188968074E-3
35	8.7622163514E-3	8.7522447071E-3
36	8.7869065728E-3	8.7769930849E-3
37	8.8119921733E-3	8.8020609808E-3
38	8.822125067E-3	8.8124856985E-3
39	8.8557076225E-3	8.8460703092E-3
40	8.8749125247E-3	8.8655793037E-3
41	8.8889903177E-3	8.8819292612E-3
42	8.91641692E-3	8.9092809469E-3
43	8.9246374598E-3	8.9173599776E-3
44	8.9497495416E-3	8.9423649856E-3
45	8.9880852887E-3	8.9806392791E-3
46	9.0222817067E-3	9.0148412856E-3
47	9.0611219897E-3	9.0535146619E-3
48	9.0915454689E-3	9.0851944729E-3
49	9.1115038174E-3	9.1053363397E-3
50	9.1336166189E-3	9.1269403092E-3
51	9.1691510274E-3	9.1624461526E-3
52	9.1925144322E-3	9.185743128E-3
53	9.2113198451E-3	9.2045432023E-3
54	9.241189058E-3	9.2345231867E-3
55	9.247980034E-3	9.2423901393E-3
56	9.2848032335E-3	9.2794020561E-3
57	9.3236132403E-3	9.3190409769E-3
58	9.3585890387E-3	9.3541082192E-3
59	9.3902165667E-3	9.3862246697E-3
60	9.4037776896E-3	9.3999499261E-3
61	9.4346241977E-3	9.4303336454E-3
62	9.4772580108E-3	9.4729740301E-3
63	9.5195965204E-3	9.5153841083E-3
